UserID,Cover,Noti type, Index, Noti ID, task completion time, open, glance, close,error, reading paragraph,  reading result,time
0 ,1,1 ,9 ,14 ,5499 ,1 ,1 ,2 ,0 ,5 , false,1375 
0 ,1,1 ,10 ,13 ,7737 ,1 ,1 ,2 ,0 ,13 , true,1532 
0 ,1,2 ,11 ,15 ,7910 ,1 ,2 ,3 ,0 ,6 , true,1527 
0 ,1,1 ,12 ,12 ,6303 ,1 ,1 ,2 ,0 ,12 , true,1567 
0 ,1,2 ,13 ,16 ,8144 ,1 ,2 ,3 ,0 ,7 , true,2059 
0 ,1,0 ,14 ,11 ,4012 ,0 ,1 ,1 ,0 ,11 , true,1367 
0 ,1,2 ,15 ,17 ,8377 ,1 ,2 ,3 ,0 ,8 , true,1498 
0 ,1,0 ,16 ,10 ,3011 ,0 ,1 ,1 ,0 ,10 , true,1144 
0 ,1,0 ,17 ,9 ,3213 ,0 ,1 ,1 ,0 ,9 , true,1117 
0 ,0,0 ,0 ,0 ,5323 ,0 ,0 ,0 ,0 ,0 , true,1836 
0 ,0,0 ,1 ,1 ,5929 ,0 ,0 ,0 ,0 ,1 , true,1823 
0 ,0,2 ,2 ,8 ,18111 ,0 ,0 ,0 ,0 ,17 , true,2573 
0 ,0,0 ,3 ,2 ,13696 ,0 ,0 ,0 ,0 ,2 , false,9988 
